contentid,roomcode,roomtitle,roomcount,available_count,base_person,max_person,offseasonminfee,offseasonmaxfee,peakseasonminfee,peakseasonmaxfee,roombathfacility,roombath,roomhometheater,roomaircondition,roomtv,roompc,roomcable,roominternet,roomrefrigerator,roomtoiletries,roomsofa,roomcook,roomtable,roomhairdryer,roomimg1,roomimg1_alt,roomimg2,roomimg2_alt,roomimg3,roomimg3_alt
920305,21907,디럭스,13,6,2,5,80000,95000,93000,139000,1,1,,1,1,1,1,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/44/1150044_image2_1.jpg,굿스테이_서울 동대문구_호텔마레_디럭스1_01,http://tong.visitkorea.or.kr/cms/resource/46/1150046_image2_1.jpg,굿스테이_서울 동대문구_호텔마레_디럭스1_03,http://tong.visitkorea.or.kr/cms/resource/45/1150045_image2_1.jpg,굿스테이_서울 동대문구_호텔마레_디럭스1_02
816762,820,일반실,30,27,2,3,77900,115900,99900,120900,1,1,,1,1,,1,,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/12/819912_image2_1.jpg,경남_창원시_북면황토방온천장_일반실03,http://tong.visitkorea.or.kr/cms/resource/10/819910_image2_1.jpg,경남_창원시_북면황토방온천장_일반실02,http://tong.visitkorea.or.kr/cms/resource/09/819909_image2_1.jpg,경남_창원시_북면황토방온천장_일반실01
816762,821,한실,10,6,2,3,75700,92700,103700,146700,1,1,,1,1,,1,,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/26/819926_image2_1.jpg,경남_창원시_북면황토방온천장_한실03,http://tong.visitkorea.or.kr/cms/resource/25/819925_image2_1.jpg,경남_창원시_북면황토방온천장_한실02,http://tong.visitkorea.or.kr/cms/resource/24/819924_image2_1.jpg,경남_창원시_북면황토방온천장_한실01
816762,822,특실,3,1,2,6,20900,49900,51900,77900,1,1,,1,1,,1,,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/16/819916_image2_1.jpg,경남_창원시_북면황토방온천장_특실03,http://tong.visitkorea.or.kr/cms/resource/18/819918_image2_1.jpg,경남_창원시_북면황토방온천장_특실04,http://tong.visitkorea.or.kr/cms/resource/21/819921_image2_1.jpg,경남_창원시_북면황토방온천장_특실05
816762,24477,한실 대형,2,2,2,7,22800,55800,28800,70800,1,1,,1,1,,1,,1,1,,,1,1,,,,,,
1871595,40380,더블룸,14,2,2,4,120000,139000,162000,172000,1,,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/19/2574019_image2_1.jpg,서울_북촌마루한옥게스트하우스_더블룸1,http://tong.visitkorea.or.kr/cms/resource/20/2574020_image2_1.jpg,서울_북촌마루한옥게스트하우스_더블룸2,http://tong.visitkorea.or.kr/cms/resource/22/2574022_image2_1.jpg,서울_북촌마루한옥게스트하우스_더블룸3
1871595,48059,패밀리룸,14,1,4,7,230000,246000,236000,250000,1,,,1,,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/36/2574036_image2_1.jpg,서울_북촌마루한옥게스트하우스_패밀리룸1,http://tong.visitkorea.or.kr/cms/resource/39/2574039_image2_1.jpg,서울_북촌마루한옥게스트하우스_패밀리룸2,,
3072219,59438,안방,2,2,2,3,360000,420000,460000,490000,1,1,,1,,,,1,1,1,,,1,1,,,,,,
3072219,59439,건넌방,1,1,2,4,300000,360000,410000,440000,1,,,1,,,,1,1,1,,,1,1,,,,,,
3072219,59440,사랑방,1,1,4,7,590000,690000,760000,790000,1,,,1,,,,1,1,1,,,1,1,,,,,,
3101970,50719,연화,1,0,3,5,180000,210000,230000,272000,1,,,1,,,1,1,1,1,,,1,1,,,,,,
2814160,55873,복연가1,1,0,3,3,98200,144200,108200,125200,1,,1,1,1,,1,1,1,1,,1,1,1,,,,,,
2814160,55874,복연가2,1,0,2,6,82300,129300,102300,151300,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
2814160,55876,오우가 1층,1,1,2,4,71000,117000,101000,113000,1,,1,1,1,,1,1,1,1,,1,,1,,,,,,
2814160,55877,오우가 2층,1,0,2,4,29000,76000,46000,82000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
2814160,59614,"글램핑(인디안, 스머프, 밀덕)",1,0,2,4,40000,60000,61000,91000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
2814160,59615,다빈치글램핑,1,0,2,7,65000,99000,81000,86000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
733569,14653,A타입,12,5,2,6,80000,100000,104000,118000,1,,,1,1,,1,1,1,1,1,1,1,1,http://tong.visitkorea.or.kr/cms/resource/26/729126_image2_1.jpg,제주_서귀포시_뷰티풀하우스11,http://tong.visitkorea.or.kr/cms/resource/25/729125_image2_1.jpg,제주_서귀포시_뷰티풀하우스10,http://tong.visitkorea.or.kr/cms/resource/24/729124_image2_1.jpg,제주_서귀포시_뷰티풀하우스09
733569,49065,B타입(오션뷰),4,2,2,5,90000,124000,118000,150000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
733569,49066,C타입(복층),1,1,2,3,150000,179000,176000,219000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
733569,49067,D타입(오션뷰),4,2,4,7,120000,130000,157000,169000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
3049884,20772,더블룸 - 바다 전망 (Double Room with Sea View),3,1,2,6,58000,89000,68000,103000,1,,,1,1,,,1,1,1,,,1,1,,,,,,
2651412,51007,트윈룸,5,2,2,4,55000,65000,71000,83000,1,,,1,1,,1,1,1,1,,,,1,,,,,,
2651412,51008,더블베드룸,4,0,2,5,50000,60000,94000,120000,1,,,1,1,,1,1,1,1,,,,1,,,,,,
2875427,56818,스탠다드,12,3,19,22,30400,45400,76400,123400,,,,,,,,,,,,,,,,,,,,
2875427,56820,디럭스,7,1,11,14,41200,89200,72200,80200,,,,,,,,,,,,,,,,,,,,
2875427,56821,디럭스욕조,5,2,16,20,39100,48100,44100,79100,,,,,,,,,,,,,,,,,,,,
2875427,56823,프리미엄,3,1,0,2,92400,123400,102400,139400,,,,,,,,,,,,,,,,,,,,
3044608,810824,옥탑테라스(A관),1,1,2,4,80000,100000,100000,124000,1,,,1,1,,1,1,1,1,1,,1,1,,,,,,
3049358,5632,스탠다드,8,8,2,3,78300,126300,94300,103300,1,1,,1,1,,,1,1,1,,,1,1,,,,,,
3049899,173070,스탠다드 더블,18,16,2,6,85300,130300,121300,164300,1,1,,1,1,1,1,1,1,1,1,,1,1,,,,,,
3044609,61704,스탠다드객실,8,3,2,4,88000,132000,100000,132000,1,,,1,1,,1,1,1,1,1,,1,1,,,,,,
3044610,16259,패밀리 더블룸,1,1,2,4,84600,102600,200000,249000,1,,,1,1,,1,1,1,1,1,,1,1,,,,,,
2708665,53844,로얄스위트,17,0,2,7,250000,350000,350000,500000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/63/2731963_image2_1.jpg,울산_브라운도트호텔장생포점_로얄스위트_01,http://tong.visitkorea.or.kr/cms/resource/64/2731964_image2_1.jpg,울산_브라운도트호텔장생포점_로얄스위트_02,http://tong.visitkorea.or.kr/cms/resource/65/2731965_image2_1.jpg,울산_브라운도트호텔장생포점_로얄스위트_03
2708665,53841,디럭스패밀리트윈 오션뷰,2,2,2,4,110000,160000,160000,200000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/56/2731956_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스패밀리트윈오션뷰_01,http://tong.visitkorea.or.kr/cms/resource/57/2731957_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스패밀리트윈오션뷰_02,http://tong.visitkorea.or.kr/cms/resource/58/2731958_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스패밀리트윈오션뷰_03
2708665,53839,디럭스더블 오션뷰,14,3,2,4,85000,120000,120000,150000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/47/2731947_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스더블오션뷰_01,http://tong.visitkorea.or.kr/cms/resource/48/2731948_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스더블오션뷰_02,http://tong.visitkorea.or.kr/cms/resource/50/2731950_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스더블오션뷰_03
2708665,53837,스탠더드 더블,16,3,2,3,60000,80000,80000,100000,1,,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/76/2731976_image2_1.jpg,울산_브라운도트호텔장생포점_스탠다드더블_01,http://tong.visitkorea.or.kr/cms/resource/77/2731977_image2_1.jpg,울산_브라운도트호텔장생포점_스탠다드더블_02,http://tong.visitkorea.or.kr/cms/resource/78/2731978_image2_1.jpg,울산_브라운도트호텔장생포점_스탠다드더블_03
2708665,53838,디럭스더블 시티뷰,15,14,2,6,70000,90000,90000,120000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/42/2731942_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스더블시티뷰_01,http://tong.visitkorea.or.kr/cms/resource/43/2731943_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스더블시티뷰_02,http://tong.visitkorea.or.kr/cms/resource/44/2731944_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스더블시티뷰_03
2708665,53842,테라스스위트,6,2,2,5,130000,180000,180000,220000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/88/2731988_image2_1.jpg,울산_브라운도트호텔장생포점_테라스스위트_01,http://tong.visitkorea.or.kr/cms/resource/89/2731989_image2_1.jpg,울산_브라운도트호텔장생포점_테라스스위트_02,http://tong.visitkorea.or.kr/cms/resource/90/2731990_image2_1.jpg,울산_브라운도트호텔장생포점_테라스스위트_03
2708665,53840,디럭스트윈 오션뷰,4,0,2,6,95000,130000,130000,160000,1,1,,1,1,,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/52/2731952_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스트윈오션뷰_01,http://tong.visitkorea.or.kr/cms/resource/53/2731953_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스트윈오션뷰_02,http://tong.visitkorea.or.kr/cms/resource/54/2731954_image2_1.jpg,울산_브라운도트호텔장생포점_디럭스트윈오션뷰_03
3044611,16621,스텐다드,4,0,2,4,60000,130000,90000,150000,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
2770470,54999,디럭스 더블,1,1,20,22,79100,105100,99100,141100,,,,,,,,,,,,,,,,,,,,
2770470,55000,디럭스 패밀리 트윈,2,2,1,1,87100,126100,117100,140100,,,,,,,,,,,,,,,,,,,,
2911712,56991,프리미어,1,0,5,5,89000,98000,119000,138000,,,,,,,,,,,,,,,,,,,,
2911712,56993,하이프리미어,7,1,12,16,99000,143000,138000,160000,,,,,,,,,,,,,,,,,,,,
2911712,56994,슈페리얼,14,13,6,7,109000,135000,134000,169000,,,,,,,,,,,,,,,,,,,,
2911712,56995,스위트더블 사이드 오션뷰,19,11,5,7,129000,161000,148000,187000,,,,,,,,,,,,,,,,,,,,
2911712,56996,스위트더블 로얄층 사이드 오션뷰,17,6,14,17,139000,186000,167000,176000,,,,,,,,,,,,,,,,,,,,
2911712,56999,로얄스위트 파노라마 오션뷰,10,0,6,8,149000,160000,155000,191000,,,,,,,,,,,,,,,,,,,,
2911712,57001,도트패밀리스위트,7,3,16,18,179000,199000,228000,242000,,,,,,,,,,,,,,,,,,,,
2769619,54913,스탠다드,7,0,8,10,60000,80000,89000,100000,1,,,1,1,,,,1,1,,,1,,,,,,,
2769619,54914,디럭스,5,5,1,5,75000,85000,117000,145000,1,,,1,1,,,,1,1,,,1,,,,,,,
2769619,54915,프리미엄 트윈,16,13,12,13,100000,120000,108000,122000,1,,,1,1,,,,1,1,,,1,,,,,,,
2769619,54916,프리미엄,19,11,19,23,80000,100000,119000,138000,1,,,1,1,,,1,1,1,,,1,1,,,,,,
2769619,54917,스위트,16,16,21,25,140000,160000,149000,175000,1,,,1,1,,,1,1,1,,,1,1,,,,,,
2769619,54918,더 브라운,5,2,12,13,150000,170000,188000,203000,1,,,1,1,,,1,1,1,,,1,1,,,,,,
3023167,326348,디럭스 트윈,10,6,2,5,124000,134000,134000,146000,1,,,1,1,,,1,1,1,1,,,1,http://tong.visitkorea.or.kr/cms/resource/99/3023099_image2_1.jpg,브라운스위트_신촌센트럴_디럭스트윈(1),http://tong.visitkorea.or.kr/cms/resource/00/3023100_image2_1.jpg,브라운스위트_신촌센트럴_디럭스트윈(2),,
2696456,53331,"Standard Double Room, Standard Twin Room",17,13,2,2,45000,57000,72000,90000,,,,1,1,,1,1,1,1,,,,1,,,,,,
2696456,53332,Standard Triple Room,3,2,3,5,65000,82000,93000,116250,,,,1,1,,1,1,1,1,,1,,1,,,,,,
2696456,53333,"Standard Family Room, Suite Room",13,12,4,9,77000,97000,115000,143750,,,,1,1,,1,1,1,1,,1,,1,,,,,,
2814154,55819,스탠다드 203,1,1,2,7,210000,280000,300000,350000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2814154,55820,스탠다드 204,9,9,2,3,210000,280000,300000,350000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2814154,55821,풀빌라 301,1,0,2,2,420000,560000,600000,700000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2814154,55822,스탠다드 302,2,1,2,3,210000,280000,300000,350000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2814154,55823,스탠다드 303,12,2,2,3,196000,264000,280000,330000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2814154,55824,스탠다드 304,8,7,2,6,210000,280000,300000,350000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2814154,55825,풀빌라 401,9,9,2,3,399000,536000,570000,670000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2814154,55826,키즈 402,11,9,4,7,350000,480000,500000,600000,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2814154,55827,스탠다드 403,12,5,2,5,210000,280000,300000,350000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2814154,55813,풀빌라 101,9,5,2,6,420000,560000,600000,700000,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,
3102219,68594,"루프탑풀빌라 R 01, 루프탑 풀빌라 R 02",2,1,2,7,249000,409000,559000,576000,1,,,1,1,,1,1,1,1,,1,1,1,,,,,,
138574,8726,스위트,19,7,2,2,62300,95300,108300,134300,1,1,,1,1,,1,1,1,1,,,,1,,,,,,
138574,8724,일반실(양실/한실),6,3,2,7,85600,116600,117600,132600,1,1,1,1,1,1,1,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/71/709871_image2_1.jpg,부산광역시_수영구_브릿지모텔11,http://tong.visitkorea.or.kr/cms/resource/70/709870_image2_1.jpg,부산광역시_수영구_브릿지모텔05,http://tong.visitkorea.or.kr/cms/resource/67/709867_image2_1.jpg,부산광역시_수영구_브릿지모텔03
138574,54322,로얄스위트룸,8,2,2,5,94200,126200,110200,146200,1,1,,1,1,,1,1,1,1,,,,1,,,,,,
138574,8725,특실,4,0,2,2,78200,88200,102200,139200,1,1,1,1,1,1,1,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/57/218157_image2_1.jpg,브릿지모텔_특실04,http://tong.visitkorea.or.kr/cms/resource/56/218156_image2_1.jpg,브릿지모텔_특실03,,
1932126,41536,준특실,12,7,2,7,83100,92100,120100,167100,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,,
1932126,41537,특실,14,11,2,3,70300,89300,115300,128300,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,
1932126,41535,일반실,12,7,2,4,64600,110600,98600,112600,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,,
1932126,41538,VIP,1,1,2,5,25000,57000,50000,68000,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,
1503294,33969,디럭스,4,3,2,3,40000,50000,86000,91000,1,,,1,1,1,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/59/1502659_image2_1.jpg,울산_울주군_브이온천모텔_특실_1,http://tong.visitkorea.or.kr/cms/resource/61/1502661_image2_1.jpg,울산_울주군_브이온천모텔_특실_3,http://tong.visitkorea.or.kr/cms/resource/60/1502660_image2_1.jpg,울산_울주군_브이온천모텔_특실_2
1503294,33968,스탠다드,28,12,2,6,30000,40000,48000,88000,1,,,1,1,1,1,1,1,1,1,,1,1,http://tong.visitkorea.or.kr/cms/resource/37/1502637_image2_1.jpg,울산_울주군_브이온천모텔_일반실_2,http://tong.visitkorea.or.kr/cms/resource/38/1502638_image2_1.jpg,울산_울주군_브이온천모텔_일반실_3,http://tong.visitkorea.or.kr/cms/resource/36/1502636_image2_1.jpg,울산_울주군_브이온천모텔_일반실_1
1503294,50480,프리미엄,4,3,2,6,60000,70000,99000,108000,1,,,1,1,1,1,1,1,1,1,,1,1,,,,,,
2950401,57530,미니룸,15,2,2,2,55000,70000,70000,85000,1,,,1,1,,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/07/2949207_image2_1.jpg,블라우_객실사진추가_미니룸 (2),http://tong.visitkorea.or.kr/cms/resource/06/2949206_image2_1.jpg,블라우_객실사진추가_미니룸 (3),,
2950401,57531,커플룸- 더블베드1,4,3,2,6,60000,80000,80000,90000,1,,,1,1,,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/05/2949205_image2_1.jpg,블라우_객실사진추가_스탠다드  (1),http://tong.visitkorea.or.kr/cms/resource/04/2949204_image2_1.jpg,블라우_객실사진추가_스탠다드  (2),http://tong.visitkorea.or.kr/cms/resource/03/2949203_image2_1.jpg,블라우_객실사진추가_스탠다드  (3)
2950401,57532,트윈룸-싱글베드2,17,11,2,2,65000,85000,80000,95000,1,,,1,1,,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/14/2949214_image2_1.jpg,블라우_객실사진추가_스탠다드 트윈  (3),http://tong.visitkorea.or.kr/cms/resource/15/2949215_image2_1.jpg,블라우_객실사진추가_스탠다드 트윈  (2),http://tong.visitkorea.or.kr/cms/resource/16/2949216_image2_1.jpg,블라우_객실사진추가_스탠다드 트윈  (1)
2950401,57533,"3인 트리플룸(더블1, 싱글1)",11,10,3,5,85000,110000,110000,130000,1,,,1,1,,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/12/2949212_image2_1.jpg,블라우_객실사진추가_트리플룸 (1),http://tong.visitkorea.or.kr/cms/resource/11/2949211_image2_1.jpg,블라우_객실사진추가_트리플룸 (2),,
2950401,57534,4인 패밀리룸 더블베드2,4,1,4,4,110000,130000,140000,160000,1,,,1,1,,,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/50/2950550_image2_1.jpg,블라우_4인 패밀리룸 더블베드2,,,,
2950206,364316,35평형,9,0,6,10,180000,220000,220000,226000,1,,,1,1,,1,1,1,1,1,1,1,1,http://tong.visitkorea.or.kr/cms/resource/13/2949013_image2_1.jpg,블라제 리조트_객실사진추가_35평형3,http://tong.visitkorea.or.kr/cms/resource/14/2949014_image2_1.jpg,블라제 리조트_객실사진추가_35평형2,http://tong.visitkorea.or.kr/cms/resource/16/2949016_image2_1.jpg,블라제 리조트_객실사진추가_35평형1
397714,35978,2~4인실,4,4,2,5,120000,150000,170000,196000,1,,,1,1,,1,1,1,,,1,1,1,,,,,,
397714,35980,4~6인실 (투룸형),2,2,4,7,170000,200000,230000,248000,1,,,1,1,,1,1,1,,1,1,1,1,,,,,,
397714,35981,6~8인실 (투룸형),1,1,6,6,250000,300000,350000,367000,1,,,1,1,,1,1,1,,1,1,1,1,,,,,,
397714,35977,2인실,6,6,2,2,100000,120000,140000,155000,1,,,1,1,,,1,1,,,1,1,1,,,,,,
397714,35979,4~6인실(원룸형),5,0,4,4,150000,180000,210000,258000,1,,,1,1,,1,1,1,,1,1,1,1,,,,,,
397714,51809,8~14인실 (투룸형),1,1,10,11,350000,420000,490000,514000,1,,,1,1,,1,1,1,,1,1,1,1,,,,,,
2785824,55275,펜시 오션 풀빌라,1,0,3,4,63700,77700,99700,141700,1,1,,1,1,,,1,1,1,1,1,1,1,,,,,,
2785824,55277,키즈 풀빌라,2,0,3,8,385000,610000,423000,463000,1,1,,1,1,,,1,1,1,1,1,1,1,,,,,,
2785824,55278,가든펜트하우스 풀빌라,3,2,6,6,93900,117900,121900,129900,1,1,,1,1,,,1,1,1,1,1,1,1,,,,,,
2785824,55279,스탠다드 스파,5,4,2,7,84800,117800,111800,145800,1,1,,1,1,,,1,1,1,1,1,1,1,,,,,,
2785824,55280,펜트하우스 풀빌라,3,2,4,6,96300,105300,109300,117300,1,1,,1,1,,,1,1,1,1,1,1,1,,,,,,
2785824,55281,디럭스 스파,15,3,2,4,69800,111800,112800,140800,1,1,,1,1,,,,1,1,1,1,1,1,,,,,,
2785824,55282,프리미엄 스파,6,1,2,5,44900,60900,80900,93900,1,1,,1,1,,,1,1,1,1,1,1,1,,,,,,
2785824,55283,패밀리 스파,6,6,4,7,50500,82500,83500,125500,1,1,,1,1,,,1,1,1,1,1,1,1,,,,,,
2785824,55285,루프탑 풀빌라 B,1,0,4,9,20000,32000,40000,57000,1,,,1,1,,,,1,1,,1,,1,,,,,,
2785824,55286,루프탑 풀빌라 A,2,0,3,3,57200,81200,90200,133200,1,1,,1,1,,,1,1,1,1,1,1,1,,,,,,
2569737,52951,일반,2,0,0,1,35000,56000,48000,59000,1,,,1,1,,1,1,1,,,1,1,1,,,,,,
2569737,52952,트리플,1,1,24,26,45000,53000,91000,115000,1,,,1,1,,1,1,1,,,1,1,1,,,,,,
2569737,52953,트윈,16,3,17,19,45000,78000,57000,92000,1,,,1,1,,1,1,1,,,1,1,1,,,,,,
2569737,52954,온돌,15,4,4,7,40000,55000,59000,95000,1,,,1,1,,1,1,1,,,1,1,1,,,,,,
2569737,52955,패밀리룸,4,0,15,15,60000,88000,100000,146000,1,,,1,1,,1,1,1,,,1,1,1,,,,,,
138352,2190,"튤립B, 라벤더A, 라일락B",3,1,6,7,220000,250000,300000,314000,1,,,1,1,,1,1,1,,1,1,1,1,,,,,,
138352,2191,"릴리C/D, 와일드C, 튤립C, 로즈C/D",5,4,4,5,150000,180000,200000,213000,1,,,1,1,,1,1,1,,1,1,1,1,,,,,,
138352,2194,"와일드B/D, 튤립C, 라벤더C/D, 라일락C/D",7,5,3,8,130000,150000,180000,201000,1,,,1,1,,1,1,1,,1,1,1,1,,,,,,
138352,2199,"릴리A/B, 와일드A, 튤립D, 로즈A",5,5,5,7,180000,200000,250000,298000,1,,,1,1,,1,1,1,,1,1,1,1,,,,,,
138559,15720,일반실,24,6,2,4,64700,78700,78700,127700,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
138559,15722,VIP실,2,2,2,5,96900,143900,137900,163900,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
138559,49149,특실,8,8,2,5,30600,72600,63600,112600,1,,,1,1,,1,1,1,1,,,1,1,,,,,,
138181,25328,Dormitory(6 beds),19,15,1,1,20000,26000,69000,101000,1,,,1,1,,,1,,,,1,,,,,,,,
138181,25329,Single Room,1,0,1,4,40000,65000,77000,101000,1,,,1,1,,,1,,,,1,,,,,,,,
138181,25332,Family Room,19,4,4,4,90000,133000,115000,124000,1,,,1,1,,,,,,,1,,,,,,,,
138181,25331,Twin  Room,13,3,2,7,50000,57000,75000,81000,1,,,1,1,,,,,,,1,,,,,,,,
138181,25330,Double Room,10,7,2,4,50000,67000,60000,77000,1,,,1,1,,,,,,,1,,,,,,,,
2528149,47769,디럭스 트윈룸,13,9,2,2,78000,83000,98000,129000,,,,1,1,1,1,1,1,1,,1,,1,http://tong.visitkorea.or.kr/cms/resource/48/2528448_image2_1.jpg,숙박_전북_블루보트게스트하우스_도미토리베드,,,,
2528149,47770,4인실 도미토리,6,6,4,9,30000,35000,47000,90000,,,,1,1,1,1,1,1,1,,1,,1,http://tong.visitkorea.or.kr/cms/resource/49/2528449_image2_1.jpg,숙박_전북_블루보트게스트하우스_4인실,,,,
2528149,47768,트윈,16,11,2,5,58000,63000,100000,138000,,,,1,1,1,1,1,1,1,,1,,1,http://tong.visitkorea.or.kr/cms/resource/39/2528439_image2_1.jpg,숙박_전북_블루보트게스트하우스_2인실,,,,
2528149,47771,6인실 도미토리,14,3,6,10,23000,28000,35000,77000,,,,1,1,1,1,1,1,1,,,,1,http://tong.visitkorea.or.kr/cms/resource/48/2528448_image2_1.jpg,숙박_전북_블루보트게스트하우스_도미토리베드,,,,
3016434,43627,스탠다드 트윈,3,0,2,3,550000,562000,598000,628000,1,,,1,1,,,1,1,1,,,1,1,http://tong.visitkorea.or.kr/cms/resource/25/3016425_image2_1.JPG,블루스토리 호텔_트윈 시티뷰,,,,
1875453,39347,사파이어,2,1,2,6,69000,78000,82000,105000,1,1,,1,1,,1,1,1,1,,1,,1,,,,,,
1875453,39348,에메랄드,2,1,4,9,33300,62300,105000,215000,1,1,,1,1,,1,1,1,1,,1,,1,,,,,,
1875453,39350,오션로즈,1,1,4,7,41800,89800,85000,155000,,1,,1,1,,1,1,1,1,,1,,1,,,,,,
1875453,39351,블루스카이,1,0,4,4,72500,100500,115000,215000,1,1,,1,1,,1,1,1,1,,1,,1,,,,,,
1875453,39352,루비1호,1,0,5,6,86000,104000,125000,240000,1,1,,1,1,,1,1,1,1,,1,,1,,,,,,
1875453,39353,루비2호,1,1,6,6,54700,82700,125000,240000,1,1,,1,1,,1,1,1,1,,1,,1,,,,,,
1875453,39354,루비3호,1,1,6,8,62200,98200,135000,250000,1,1,,1,1,,1,1,1,1,,1,,1,,,,,,
1875453,39355,다이아몬드1호,1,0,7,11,76800,113800,155000,300000,1,1,,1,1,,1,1,1,1,,1,,1,,,,,,
1875453,39356,웰라스위트,1,0,8,9,34500,59500,150000,300000,1,1,,1,1,,1,1,1,1,,1,,1,,,,,,
1875453,39357,다이아몬드2호,1,0,9,11,82100,125100,210000,340000,,1,,1,1,,1,1,1,1,,1,,1,,,,,,
2570731,52416,스탠다드(침대/온돌),2,0,2,7,66000,77000,132000,165000,1,,,1,1,,1,1,1,,,,,1,,,,,,
2570731,52417,스페셜,1,1,2,5,77000,88000,143000,176000,1,,,1,1,,1,1,1,,,,,1,,,,,,
2570731,52418,VIP,5,5,2,7,88000,110000,165000,220000,1,,,1,1,,1,1,1,,,,,1,,,,,,
2570731,52419,트윈,1,1,2,2,88000,110000,165000,220000,1,,,1,1,,1,1,1,,,,,1,,,,,,
2570731,52420,스위트,15,11,4,6,132000,187000,220000,275000,1,,,1,1,,1,1,1,,,,,1,,,,,,
2570731,52421,스위트 디럭스,9,1,6,9,198000,275000,330000,440000,1,,,1,1,,1,1,1,,,,,1,,,,,,
2700223,53169,투룸A,4,0,4,7,69500,75500,94500,103500,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2700223,53170,"일반실A, 투룸B",6,2,4,8,21200,35200,67200,83200,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,
2700223,53171,일반실B,13,7,5,7,69600,96600,100600,112600,1,,,1,1,,1,1,1,1,1,1,,1,,,,,,
1635552,34688,일반실,6,5,2,4,40000,70000,63000,91000,1,,,1,1,1,1,1,1,,,,,1,,,,,,
1635552,34689,특실,10,0,2,6,50000,80000,86000,127000,1,,,1,1,1,1,1,1,,,,,1,,,,,,
1635552,34690,파티룸,8,6,2,7,100000,120000,136000,159000,1,,,1,1,1,1,1,1,,,,,1,,,,,,
1635552,46680,준특실,7,1,2,2,45000,75000,88000,118000,1,,,1,1,1,1,1,1,,,,,1,,,,,,
