contentid,title,class,area,sigungu,addr,tel,firstimage,firstimage2
2814165,오클라우드호텔,관광호텔,서울특별시,서초구,서울특별시 서초구 사평대로58길 12 오클라우드 호텔,02-3480-8640,http://tong.visitkorea.or.kr/cms/resource/24/2813624_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2813624_image2_1.jpg
2907697,오키드호텔,관광호텔,강원특별자치도,원주시,강원특별자치도 원주시 봉화로 26,,http://tong.visitkorea.or.kr/cms/resource/87/2907687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2907687_image3_1.jpg
1273630,오투오션,펜션,충청남도,태안군,충청남도 태안군 이원면 원이로 2502-47,041-674-1222,,
2795622,오투힐리조트,관광단지,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 해맞이해안로 1590-6,,http://tong.visitkorea.or.kr/cms/resource/09/2797909_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/2797909_image2_1.JPG
2578282,오페라 모텔,모텔,경상남도,통영시,경상남도 통영시 광도면 죽림5로 25-25,0507-1361-5315,,
250593,오페라모텔,모텔,전라남도,여수시,전라남도 여수시 돌산읍 강남1길 39-17,061-644-5005,http://tong.visitkorea.or.kr/cms/resource/24/826124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/826124_image3_1.jpg
2931899,오피스제주 사계점,유스호스텔,제주특별자치도,서귀포시,제주특별자치도 서귀포시 향교로 214,,,
2913443,오핑펜션,펜션,강원특별자치도,양양군,강원특별자치도 양양군 강현면 뒷나루2길 24-1,,http://tong.visitkorea.or.kr/cms/resource/91/2920091_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2920091_image3_1.jpg
3062829,오헤브데이호텔,관광호텔,전북특별자치도,남원시,전북특별자치도 남원시 운봉읍 용산리,,http://tong.visitkorea.or.kr/cms/resource/72/3040372_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3040372_image3_1.jpg
2579859,오호락,펜션,경상남도,고성군,경상남도 고성군 동해면 동해로 1016-8,055-672-7007,,
2570709,오후엔,펜션,인천광역시,옹진군,인천광역시 옹진군 장봉로26번길 76-28,032-882-1100,http://tong.visitkorea.or.kr/cms/resource/12/2813512_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2813512_image2_1.jpg
3072218,오히,한옥,경상북도,경주시,경상북도 경주시 탑리1길 18-31 (탑동),,http://tong.visitkorea.or.kr/cms/resource/42/3070742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3070742_image3_1.jpg
2572817,옥산정사 독락당,한옥,경상북도,경주시,경상북도 경주시 안강읍 옥산서원길 300-3,,,
1883590,옥연정사,한옥,경상북도,안동시,경상북도 안동시 풍천면 광덕솔밭길 86,054-854-2202,http://tong.visitkorea.or.kr/cms/resource/73/3016973_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3016973_image3_1.jpg
2854436,옥천전통문화체험관,한옥,충청북도,옥천군,충청북도 옥천군 향수길 100,043-730-3420,http://tong.visitkorea.or.kr/cms/resource/53/3070753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3070753_image3_1.jpg
3102111,옥천풍경,한옥,전라남도,순천시,전라남도 순천시 호남1길 10 (옥천동),010-6504-2010,,
3044624,옥포비지니스호텔,관광호텔,경상남도,거제시,경상남도 거제시 옥포성안로 43 (옥포동),055-688-0612,http://tong.visitkorea.or.kr/cms/resource/25/3054925_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3054925_image3_1.jpg
3101944,옥희와인 게스트하우스,게스트하우스,경기도,안양시,"경기도 안양시 동안구 관양로 279 (관양동, 삼우빌라)",0507-1338-3925,,
2595862,온계종택 삼백당,한옥,경상북도,안동시,경상북도 안동시 온혜중마길 20,010-2988-3435,http://tong.visitkorea.or.kr/cms/resource/75/3021675_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3021675_image3_1.jpg
2598978,온계종택,한옥,경상북도,안동시,경상북도 안동시 도산면 온혜중마길 20,010-2988-3435,,
2569980,온고을,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 향교길 51-10,010-3280-6677,http://tong.visitkorea.or.kr/cms/resource/02/2568002_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2568002_image2_1.jpg
2571948,온나 게스트하우스,게스트하우스,대구광역시,중구,대구광역시 중구 남성로 4,010-6642-1770,http://tong.visitkorea.or.kr/cms/resource/94/2570994_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2570994_image2_1.jpg
2552570,온도호텔,모텔,대구광역시,달서구,대구광역시 달서구 야외음악당로 213-1,053-652-3335,http://tong.visitkorea.or.kr/cms/resource/43/2552543_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2552543_image2_1.JPG
2570563,온마루,한옥,경상북도,경주시,경상북도 경주시 하동당숲길 23-5,010-5011-6308,http://tong.visitkorea.or.kr/cms/resource/74/2568374_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2568374_image2_1.jpg
3102067,온새미한옥,한옥,경상북도,경주시,경상북도 경주시 포석로1050번길 8-6 (황남동),0507-1364-1437,,
3102086,온양가,한옥,강원특별자치도,횡성군,강원특별자치도 횡성군 청일면 춘당로289번길 51,010-2268-0414,,
143083,온양제일호텔,관광호텔,충청남도,아산시,충청남도 아산시 온천대로 1462,041-547-2500,http://tong.visitkorea.or.kr/cms/resource/24/1338224_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1338224_image3_1.jpg
2817504,온연 프라이빗 빌라,펜션,충청남도,예산군,충청남도 예산군 온천단지1로 69-5,041-337-1888,http://tong.visitkorea.or.kr/cms/resource/92/2817492_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2817492_image3_1.jpg
3072240,온유헌 바이 버틀러리,한옥,서울특별시,종로구,서울특별시 종로구 계동길 92-19 (계동),,http://tong.visitkorea.or.kr/cms/resource/58/3078458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3078458_image3_1.jpg
3101925,온정여관,한옥,전북특별자치도,남원시,전북특별자치도 남원시 비석길 65-13 (죽항동),"010-4745-8994, 0504-0904-2772",,
3102070,온정여관,한옥,전북특별자치도,남원시,전북특별자치도 남원시 향단로 42-24 (죽항동),"010-4745-8994, 0504-0904-2772",,
137799,온천모텔사우나,모텔,경상남도,하동군,경상남도 하동군 화개면 화개로 413,010-3866-2694,,
3049915,온천스파벨리,모텔,충청남도,아산시,충청남도 아산시 음봉면 아산온천로243번길 89,041-541-0601,http://tong.visitkorea.or.kr/cms/resource/12/3058412_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3058412_image3_1.jpg
3101940,온화가,펜션,강원특별자치도,강릉시,강원특별자치도 강릉시 화부산로18번길 5 (교동),0504-0904-2443,,
2578387,올가리조트,관광단지,경상남도,통영시,경상남도 통영시 용남면 화포1길 59-83,070-4882-2952,,
139111,올리브뷰띠끄,콘도미니엄,강원특별자치도,평창군,강원특별자치도 평창군 대관령면 눈마을길 39,010-3570-6200,http://tong.visitkorea.or.kr/cms/resource/22/206122_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/206122_image3_1.jpg
2913707,올리브펜션,펜션,강원특별자치도,동해시,강원특별자치도 동해시 일출로 369,,http://tong.visitkorea.or.kr/cms/resource/54/2920754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2920754_image3_1.jpg
3044626,올림피아호텔,관광호텔,강원특별자치도,강릉시,강원특별자치도 강릉시 용지각길38번길 4 (포남동),033-641-6633,,
3102123,올인원게스트하우스,게스트하우스,인천광역시,서구,인천광역시 서구 청라한울로59번길 26 (청라동),"0507-1313-3649, 010-9908-1358",,
2800627,옹기종기펜션,펜션,강원특별자치도,평창군,강원특별자치도 평창군 평창읍 등강길 10-4,,http://tong.visitkorea.or.kr/cms/resource/07/2800507_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2800507_image2_1.JPG
2570712,옹달샘펜션,펜션,경기도,가평군,경기도 가평군 설악면 유명산길 108,010-8588-0645,http://tong.visitkorea.or.kr/cms/resource/67/2568867_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2568867_image2_1.JPG
2531362,와담정,펜션,경상북도,경주시,경상북도 경주시 천원1길 18,054-772-5400,http://tong.visitkorea.or.kr/cms/resource/35/2557635_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2557635_image3_1.jpg
1891566,와이리조트 제주,관광단지,제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75,064-794-7007,,
2653056,와이앤지,펜션,강원특별자치도,강릉시,강원특별자치도 강릉시 경포로475번길 41,"033-644-3344, 010-3077-3104",http://tong.visitkorea.or.kr/cms/resource/60/2653060_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2653060_image2_1.jpg
2570565,와이이제이,게스트하우스,경기도,수원시,경기도 수원시 팔달구 화산로 57,010-9252-9889,http://tong.visitkorea.or.kr/cms/resource/23/2568423_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/2568423_image2_1.JPG
2651924,와이즈하우스,게스트하우스,서울특별시,마포구,서울특별시 마포구 월드컵북로6길 89-9,010-4487-7740,,
2613645,와이즈하우스1,게스트하우스,서울특별시,마포구,서울특별시 마포구 월드컵북로6길 89-9,010-4487-7740,,
3102125,완산골게스트하우스,게스트하우스,전북특별자치도,전주시,전북특별자치도 전주시 완산구 전주천서로 139 (동완산동),010-4816-5439,,
2706590,왕의지밀 고종관 ,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-8,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/37/2705937_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2705937_image3_1.jpg
2706533,왕의지밀 문종관 ,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-20,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/18/2705918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2705918_image3_1.jpg
2706601,왕의지밀 선조관 ,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-16,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/51/2705951_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2705951_image3_1.jpg
2706521,왕의지밀 세조관 ,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-18,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/13/2705913_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2705913_image3_1.jpg
2706561,왕의지밀 세종관 ,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-22,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/23/2705923_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2705923_image3_1.jpg
2706592,왕의지밀 숙종관 ,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-14,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/62/2706062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2706062_image3_1.jpg
2706568,왕의지밀 순종관,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-6,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/59/2706059_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2706059_image3_1.jpg
2706591,왕의지밀 정조관 ,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-10,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/44/2705944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2705944_image3_1.jpg
2706602,왕의지밀 태조관 ,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-26,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/54/2705954_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2705954_image3_1.jpg
2706583,왕의지밀 태종관 ,한옥,전북특별자치도,전주시,전북특별자치도 전주시 완산구 춘향로 5218-24,063-284-1004,http://tong.visitkorea.or.kr/cms/resource/30/2705930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2705930_image3_1.jpg
495904,왕포리조텔,모텔,전북특별자치도,부안군,전북특별자치도 부안군 진서면 왕포길 30-12,063-582-3812,http://tong.visitkorea.or.kr/cms/resource/22/826322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/826322_image3_1.jpg
2610888,외암민속마을생활관,한옥,충청남도,아산시,충청남도 아산시 송악면 외암민속길 42-7,,,
2578451,욕지 굿모닝펜션,펜션,경상남도,통영시,경상남도 통영시 욕지면 욕지일주로 822,010-9319-8317,,
2578626,욕지하늘마루펜션,펜션,경상남도,통영시,경상남도 통영시 욕지면 욕지일주로 449,055-644-5050,,
2578641,욕지현재펜션,펜션,경상남도,통영시,경상남도 통영시 욕지면 천왕로 46,010-4635-5053,,
2609749,욜로게스트하우스,게스트하우스,서울특별시,중구,서울특별시 중구 퇴계로20나길 2-8,02-3789-4993,,
2801629,욜로하우스,펜션,강원특별자치도,평창군,강원특별자치도 평창군 미탄면 마하길 41-14,,http://tong.visitkorea.or.kr/cms/resource/13/2801613_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/13/2801613_image2_1.JPG
138817,용문 벨라지오,콘도미니엄,경기도,양평군,경기도 양평군 용문면 도매기길 10,,http://tong.visitkorea.or.kr/cms/resource/41/1336541_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1336541_image3_1.jpg
2498637,용산 제주유스호스텔,유스호스텔,제주특별자치도,서귀포시,제주특별자치도 서귀포시 이어도로 297,064-738-9502~4,http://tong.visitkorea.or.kr/cms/resource/05/2498605_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2498605_image2_1.jpg
397851,용인 진펜션,펜션,경기도,용인시,경기도 용인시 처인구 이동읍 안터로45번길 24-8,010-2225-4045<br />010-7310-4035,http://tong.visitkorea.or.kr/cms/resource/19/1786819_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1786819_image3_1.jpg
2907240,용화호텔,관광호텔,강원특별자치도,삼척시,"강원특별자치도 삼척시 삼척로 2154 장호용화관광랜드, 장호주유소",,http://tong.visitkorea.or.kr/cms/resource/37/2907237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2907237_image3_1.jpg
3101941,우드인스테이,한옥,경상북도,경주시,경상북도 경주시 강변로152번길 7 (사정동),"010-9730-7510, 0503-5052-1009",,
906975,우리두리펜션,펜션,충청남도,태안군,충청남도 태안군 남면 달산포로 172-22,041-672-2586,http://tong.visitkorea.or.kr/cms/resource/35/1964735_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/1964735_image3_1.jpg
2801053,우리민박,펜션,강원특별자치도,평창군,강원특별자치도 평창군 봉평면 태기로 493,,http://tong.visitkorea.or.kr/cms/resource/90/2800990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2800990_image2_1.jpg
397881,우리벨리,펜션,경기도,양평군,경기도 양평군 단월면 상가마길1번길 20,010-9122-3907,,
2760684,우리빌리지펜션,펜션,강원특별자치도,평창군,강원특별자치도 평창군 봉평면 흥정계곡길 401,,http://tong.visitkorea.or.kr/cms/resource/68/2767568_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2767568_image2_1.jpg
1269618,우리집펜션,펜션,충청남도,태안군,충청남도 태안군 남면 진산2길 144,041-675-5276,,
2800128,우미정,펜션,강원특별자치도,평창군,강원특별자치도 평창군 진부면 장전길 331,,http://tong.visitkorea.or.kr/cms/resource/90/2799990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2799990_image2_1.jpg
2950769,우제스테이,관광호텔,충청북도,충주시,충청북도 충주시 주정산로 50 크라운호텔,043-846-9966,http://tong.visitkorea.or.kr/cms/resource/90/3021590_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3021590_image3_1.jpg
1979782,우포5마일,펜션,경상남도,창녕군,경상남도 창녕군 이방면 우포2로 213-7,010-2203-3560,http://tong.visitkorea.or.kr/cms/resource/27/1979727_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1979727_image2_1.jpg
2484080,우포생태촌 유스호스텔,유스호스텔,경상남도,창녕군,경상남도 창녕군 이방면 우포2로 330,055-532-5500,http://tong.visitkorea.or.kr/cms/resource/68/2484068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2484068_image2_1.jpg
2569237,운정루,한옥,경상북도,경주시,경상북도 경주시 칠불암길 77-14,,http://tong.visitkorea.or.kr/cms/resource/42/2567042_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2567042_image2_1.jpg
138513,울릉 대아리조트,관광단지,경상북도,울릉군,경상북도 울릉군 울릉읍 사동1길 43,054-791-8800,http://tong.visitkorea.or.kr/cms/resource/10/2726010_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2726010_image2_1.jpg
143089,울산 굿모닝 관광호텔,관광호텔,울산광역시,동구,울산광역시 동구 바드래1길 15,052-209-9000,http://tong.visitkorea.or.kr/cms/resource/33/1197533_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1197533_image3_1.jpg
2570748,울산시티호텔,관광호텔,울산광역시,남구,울산광역시 남구 삼산로 246,052-240-2000,,
2019448,워싱턴모텔,모텔,전라남도,목포시,전라남도 목포시 평화로83번길 3-2,061-283-7781,,
3363678,워터월드,펜션,경기도,화성시,경기도 화성시 서신면 제부말길 46-4,,http://tong.visitkorea.or.kr/cms/resource/25/3363625_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3363625_image3_1.jpg
816294,원모텔,모텔,강원특별자치도,원주시,강원특별자치도 원주시 현충로 20-7,033-732-0100,http://tong.visitkorea.or.kr/cms/resource/72/819672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/819672_image3_1.jpg
3082611,원주시티호텔,관광호텔,강원특별자치도,원주시,강원특별자치도 원주시 건강로 4 (반곡동),,http://tong.visitkorea.or.kr/cms/resource/05/3082605_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3082605_image3_1.jpg
2987377,원탑 풀빌라,펜션,경상남도,통영시,경상남도 통영시 도산일주로 1810,,http://tong.visitkorea.or.kr/cms/resource/25/2987325_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2987325_image3_1.jpg
1883062,원학고가,한옥,경상남도,거창군,경상남도 거창군 위천면 황산1길 109-5,010-5359-2224,http://tong.visitkorea.or.kr/cms/resource/13/2572413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2572413_image3_1.jpg
3106623,원화루,한옥,경상북도,경주시,경상북도 경주시 포석로 828-21 (배동),010-7667-3355,,
139488,월드관광호텔,관광호텔,경기도,화성시,경기도 화성시 향남읍 발안공단로5길 7-23,031-353-7833,http://tong.visitkorea.or.kr/cms/resource/60/1593360_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1593360_image3_1.jpg
2913829,월드스카이호텔,관광호텔,강원특별자치도,속초시,강원특별자치도 속초시 청초호반로 267,,http://tong.visitkorea.or.kr/cms/resource/66/2921166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2921166_image3_1.jpg
1895925,월드와이드 유스호스텔,유스호스텔,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 광령평화2길 116-12,064-799-7759,,
3081881,월문나인부띠크무인텔,관광호텔,경기도,화성시,경기도 화성시 팔탄면 월문리,,http://tong.visitkorea.or.kr/cms/resource/74/3081874_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/3081874_image3_1.JPG
2534394,월미도 다이아몬드호텔,관광호텔,인천광역시,중구,인천광역시 중구 월미로 229,032-777-9909,http://tong.visitkorea.or.kr/cms/resource/67/2534367_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2534367_image2_1.JPG
2655586,월미도 해월관광호텔,관광호텔,인천광역시,중구,인천광역시 중구 월미로260번길 8,032-510-8000,http://tong.visitkorea.or.kr/cms/resource/61/2655561_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2655561_image2_1.jpg
138577,월악산 송계펜션,펜션,충청북도,제천시,충청북도 제천시 한수면 미륵송계로3길 18,010-5583-7017,http://tong.visitkorea.or.kr/cms/resource/90/1848190_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1848190_image3_1.jpg
137497,월악산 유스호스텔,유스호스텔,충청북도,제천시,충청북도 제천시 한수면 월악로 1372,043-651-7001~2,http://tong.visitkorea.or.kr/cms/resource/48/2823748_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2823748_image3_1.jpg
397752,월악펜션빌,펜션,충청북도,제천시,충청북도 제천시 한수면 미륵송계로3길 46-23,043-653-5454,http://tong.visitkorea.or.kr/cms/resource/49/1853049_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1853049_image3_1.jpg
2613097,월암재,한옥,경상북도,경주시,경상북도 경주시 남간안길 5-10,010-3570-1950,,
2668037,월암종택,한옥,경상북도,경주시,경상북도 경주시 식혜골길 35,,,
1883593,월인당,한옥,전라남도,영암군,전라남도 영암군 모정1길 37-11,061-471-7675,http://tong.visitkorea.or.kr/cms/resource/73/2574173_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2574173_image3_1.jpg
2710685,월정사 템플스테이,홈스테이,강원특별자치도,평창군,강원특별자치도 평창군 진부면 오대산로 374-8,033-339-6606,,
2576371,월출산 달빛정원,한옥,전라남도,영암군,전라남도 영암군 군서면 월암길 116-11,010-9136-1937,http://tong.visitkorea.or.kr/cms/resource/23/2576023_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/23/2576023_image2_1.PNG
2699326,월출산 청풍명월,한옥,전라남도,영암군,전라남도 영암군 군서면 월암길 116-29,,,
3084991,웨스턴 코업호텔&레지던스,모텔,서울특별시,중구,서울특별시 중구 을지로 228 (을지로5가),,http://tong.visitkorea.or.kr/cms/resource/24/3084624_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/3084624_image3_1.JPG
2564295,웨스턴라이프호텔,모텔,전북특별자치도,익산시,전북특별자치도 익산시 동서로 380,063-720-3000,,
2875503,웨스턴베이마리나호텔,관광호텔,경기도,평택시,경기도 평택시 평택항로184번길 3-21,,http://tong.visitkorea.or.kr/cms/resource/85/2875485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2875485_image3_1.jpg
2861305,웨스트레이븐호텔,관광호텔,경기도,시흥시,경기도 시흥시 옥터로 3,,,
2405438,웨스트오브가나안 ,관광호텔,충청북도,괴산군,충청북도 괴산군 연풍면 수옥정길 175-1,"043-833-8814, 043-833-8816",http://tong.visitkorea.or.kr/cms/resource/76/2597076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2597076_image2_1.jpg
2700453,웨스트힐스 프라이빗 풀빌라,게스트하우스,전라남도,여수시,전라남도 여수시 돌산읍 몰둠벙길 22-9,,,
3079850,웨스트힐호텔,관광호텔,경기도,파주시,경기도 파주시 탄현면 요풍길 68-16,,,
142851,웨스틴 조선 부산,관광호텔,부산광역시,해운대구,부산광역시 해운대구 동백로 67,051-749-7000,http://tong.visitkorea.or.kr/cms/resource/12/2821212_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2821212_image3_1.jpg
142730,웨스틴 조선 서울,관광호텔,서울특별시,중구,서울특별시 중구 소공로 106,02-771-0500,http://tong.visitkorea.or.kr/cms/resource/21/2820921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2820921_image2_1.jpg
2950201,웨이포인트 풀빌라,펜션,경상남도,남해군,경상남도 남해군 남서대로 1803-64,010-8836-1388,http://tong.visitkorea.or.kr/cms/resource/28/2949128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2949128_image3_1.jpg
252697,웰리스펜션,펜션,경기도,용인시,경기도 용인시 처인구 양지면 새실로75번길 2-8,010-3826-2781,http://tong.visitkorea.or.kr/cms/resource/70/1942870_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1942870_image3_1.jpg
136548,웰리힐리파크,콘도미니엄,강원특별자치도,횡성군,강원특별자치도 횡성군 둔내면 고원로 451,,http://tong.visitkorea.or.kr/cms/resource/62/2720962_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2720962_image2_1.jpg
136590,웰리힐리파크 유스호스텔,유스호스텔,강원특별자치도,횡성군,강원특별자치도 횡성군 둔내면 고원로 451,1544-8833,http://tong.visitkorea.or.kr/cms/resource/72/1848072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1848072_image3_1.jpg
3116447,웰컴미스테익스,한옥,서울특별시,종로구,서울특별시 종로구 창의문로7길 27 (부암동),,http://tong.visitkorea.or.kr/cms/resource/75/3116275_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3116275_image3_1.jpg
2582528,웰호텔,관광호텔,전라남도,목포시,전라남도 목포시 비파로116번길 6-2,061-287-0083,,
2817140,위고인호스텔,관광호텔,서울특별시,서대문구,서울특별시 서대문구 신촌로 141 위고인 호스텔,,http://tong.visitkorea.or.kr/cms/resource/29/2817129_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/29/2817129_image2_1.png
143114,위너스관광호텔,관광호텔,인천광역시,중구,인천광역시 중구 왕산로 40,032-752-1111,,
137321,위너스모텔,모텔,강원특별자치도,속초시,강원특별자치도 속초시 먹거리2길 33,0507-1383-3838,http://tong.visitkorea.or.kr/cms/resource/10/735310_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/735310_image3_1.jpg
138641,위드오션,펜션,충청남도,태안군,충청남도 태안군 이원면 원이로 2166,041-673-0099,,
2489789,위드유,관광호텔,강원특별자치도,속초시,강원특별자치도 속초시 동해대로 3993,033-631-3620,http://tong.visitkorea.or.kr/cms/resource/30/2532630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2532630_image2_1.jpg
3348343,위드제이,펜션,강원특별자치도,횡성군,강원특별자치도 횡성군 우천면 하궁로263번길 22-28,,http://tong.visitkorea.or.kr/cms/resource/99/3348299_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3348299_image3_1.jpg
741093,위딜펜션,펜션,인천광역시,강화군,인천광역시 강화군 삼산면 삼산남로 902-19,032-932-8870,http://tong.visitkorea.or.kr/cms/resource/23/740623_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/740623_image3_1.jpg
2707242,위연재,한옥,경상북도,경주시,경상북도 경주시 쪽샘길 7,010-5694-2426,http://tong.visitkorea.or.kr/cms/resource/21/2731921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2731921_image3_1.jpg
1873876,위즈호텔,모텔,경기도,파주시,경기도 파주시 탄현면 성동로 20-45,1577-0312,http://tong.visitkorea.or.kr/cms/resource/70/1873870_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1873870_image2_1.jpg
3112142,위클라드 애견 풀빌라,펜션,경상북도,경주시,경상북도 경주시 외동읍 죽동길 160-100,,,
1963819,윈호텔,모텔,경상북도,안동시,경상북도 안동시 옥명길 28,054-843-1188,,
2574073,윙민박,게스트하우스,부산광역시,해운대구,부산광역시 해운대구 송정중앙로6번길 36,010-9872-5869,http://tong.visitkorea.or.kr/cms/resource/06/2573206_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2573206_image2_1.jpg
